collateral_auction_type,collateral_name,collateral_specification,collateral_info,collateral_market_place,invoice_auction_price,invoice_ttd,invoice_num,mrent_price,cc_bill,food_cost,trans_cost,employee_installment_loan,monthly_income,Bonus_income,salary_reduction,add_income,dependents_1,dependents_2,dependents_3,dependents_4,dependents_5,coworker_report,fraud
Properti,rumah,Rumah 75 m2 Depok Timur,Bekas,625128659.0,1639107480.3853383,True,7515.0,1605920,694294,759951,969766,9309748,20134653,0,1801782.2998602677,16619189,2082238,0,0,3139279,66636,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Suzuki Smash,Baru,19663792.16826666,18060612.72542826,False,4945.0,1542887,3420675,971908,466357,0,24121316,4127356,1841273.5408182063,13586560,4971155,0,0,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Dell XPS 13 9320,Bekas,15814068.90847804,16126459.107713811,True,5859.0,1852314,0,1367114,1307063,0,8429236,0,805507.4126929871,0,0,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Huawei P50 Pro,Bekas,15109094.602845984,23831193.585935973,True,7754.0,1553576,0,828153,484124,0,6901995,0,516102.00181458174,15918979,1438181,0,1919174,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 500 gram,,15109094.602845984,39655472.7926082,True,9265.0,210873,3921367,1388361,1218490,0,29827764,0,1719252.3727240444,0,0,2375580,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 115 m2 Surabaya Timur,Bekas,946517610.0,865810105.8965867,True,,1043071,0,764043,1475410,0,10058166,2340877,878025.6058701911,15528330,3822567,2560546,2647672,4038264,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,1799 m2 perkotaan Bandung,,28954386888.0,70506167257.96106,True,5175.0,1481603,0,972042,350360,8885644,10396834,0,849376.0002534523,0,31335,1070987,4784312,4651498,4491200,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Lexus ES,Baru,1728708415.455924,4288113890.622713,True,8254.0,865682,4871766,1336113,1277808,6317745,18375903,1919644,1423730.404499183,10646792,537401,1116965,2474182,1779368,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Honda CBR 150R,Bekas,33323416.41482512,32856392.83194875,False,9028.0,1210136,0,1404829,1066944,0,17238795,4393456,1453702.7251053252,0,0,1065653,487863,4378140,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4933 m2 pinggiran kota Surabaya Selatan,,53153282186.0,99835112193.63303,False,5635.0,1294035,4317338,923809,398058,2262874,17796865,3524595,1202528.8538690887,19134026,3845914,3404286,1919977,0,3233653,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang perak sterling dengan liontin mutiara dan berlian,,1207901.1036351344,727754.9392717858,True,2999.0,516973,0,1028997,544351,0,23215985,2533231,1859712.3198039578,0,0,1363331,0,937896,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,MSI Modern 15,Baru,11493027.938137228,10452123.314718945,True,7409.0,1739226,0,1465465,1090332,7480234,5184604,0,311477.0304552192,0,0,2805126,0,0,0,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Mazda CX-5,Bekas,485246026.7175759,777799240.6392772,True,6737.0,898513,0,1487915,1297600,3563142,15473494,0,1060761.7666869566,4907687,757168,0,1713862,4095492,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin kawin emas kuning 22 karat,,5195876.463209152,9325584.549248472,True,5105.0,218877,9334635,1334666,1349299,0,30370382,4191027,2584565.3933728132,0,0,0,0,1121831,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,iPhone 14 Pro Max,Baru,31134044.714938235,89884893.47620499,True,3712.0,877211,0,1222576,690000,2449814,19897838,2979654,1854080.9676048525,0,1790565,914271,0,0,4486111,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang perak sterling dengan liontin mutiara dan berlian,,894339.4514570483,2253678.9523695977,True,5385.0,1205467,8758693,1015708,569966,0,8049610,0,602664.551040348,0,0,0,3768101,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor sport,Kawasaki Ninja 250,Baru,47461384.51869973,52399128.558751315,True,7682.0,988089,0,1106627,466214,5815669,16577647,0,1515402.8557581615,10882709,4086145,1443552,2061517,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin tunangan berlian solitaire 1 karat,,21069414.9160181,36866724.36292457,True,7913.0,512452,2769245,966216,1117413,0,6421914,4345326,476473.00905250467,13032277,0,2569244,4974890,0,30833,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting emas kuning 22K,,7094436.90601832,6257792.629811637,True,9062.0,1736085,8787117,1036923,1327481,4754873,34905163,0,1876773.5897340027,9271714,0,0,1022790,0,0,1,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Vivo X80,Baru,13110363.479799092,24669195.655405007,True,1087.0,1641423,0,1294508,1053400,0,31823149,2393346,2822270.4208693327,1857946,3621176,0,4796288,3276278,4165442,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4785 m2 perkotaan Semarang,,47357824470.0,131954670955.8027,True,8003.0,1940826,0,1114833,1427945,5077413,29251005,1819145,1589870.841873252,0,0,0,0,3744577,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,3008 m2 pedesaan Tangerang Selatan,,12277582144.0,23967039053.135025,True,1349.0,1632038,9538210,1348267,822812,0,7420402,0,438593.3485558322,0,0,0,0,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor trail,Yamaha WR 155 R,Baru,38060000.0,53863168.858362615,True,,1630015,4546145,1242986,898946,0,19442386,1411926,1004137.2396742037,16719867,3456014,0,0,4283876,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 52 m2 Mojokerto,Bekas,477527756.0,439710890.4418401,True,9139.0,505046,0,1026082,1471095,0,7539871,0,565574.7351696119,0,3414289,0,3585203,390542,4390086,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Rumah 151 m2 Makassar,Baru,1453051891.0,2338062542.1068563,True,9273.0,1130534,0,986510,904114,8967376,17660019,1553100,947695.4036625385,4146933,0,0,0,876128,1006231,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,3848 m2 pinggiran kota Medan Barat,,33742877272.0,80432630853.92453,True,1538.0,1493754,0,1203122,399305,0,25048764,0,1564714.8453045834,0,0,0,0,0,2327216,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Baru,25658200.46974384,21187981.795903806,True,3354.0,1241253,1456111,849382,1369364,8643121,5856090,0,346695.2875357741,0,4665676,1415839,0,0,1369283,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,4467 m2 perkotaan Makassar,,46692023286.0,111154832865.59845,True,8732.0,695947,6747221,1385551,709743,0,14169340,3860089,996452.2813390383,15370303,4788834,0,3082318,4400890,2279549,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang perak sterling dengan liontin mutiara dan berlian,,781690.381927518,1198666.827968182,True,9977.0,875095,0,1231771,1388952,3089924,16126908,0,1372344.473673439,12339514,0,0,1564601,3605900,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Suzuki GSX-R 150,Baru,35295178.405413374,21871778.609048758,True,7261.0,582455,0,1034921,919448,7634830,5821384,1934472,414334.54856043955,0,4671852,3129787,0,0,0,2,Data mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Kendaraan,motor sport,Kawasaki Ninja 250,Bekas,34668492.21659108,87951731.2314926,True,5600.0,324962,3939686,858381,372866,0,24093404,0,1723555.4667095633,11500473,1039701,235631,0,4721721,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Dell XPS 13 9320,Bekas,15822699.961434321,41619114.90686883,False,2565.0,1281785,4416222,1210923,658237,9785301,23383050,0,1493593.2771389014,0,0,3002029,515946,4068516,4879924,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor bebek,Suzuki Smash,Baru,19879409.294838324,49257978.80866518,True,6336.0,1463408,3336511,1261139,1408796,3737813,12690855,4993444,863044.5623185039,0,2657708,578530,4364525,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Mitsubishi Xpander,Baru,233923370.43705153,525489320.8921144,True,2568.0,631243,3689000,1471781,1454328,0,29870944,0,2128125.1355248503,0,4725724,1895449,4470468,1590095,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 219 m2 Depok Barat,Bekas,458174020.0,1203914066.9520743,True,,648855,6768653,1468544,812284,0,11915128,0,832673.352195757,2833037,4554066,0,1828483,4226132,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,3220 m2 perkotaan Medan,,39833815000.0,102112757826.46307,True,8576.0,1336670,0,825711,798305,3704904,15729029,1853979,808725.0579692078,0,3061431,1119084,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Asus ZenBook 14X OLED,Baru,18661139.981654428,47483540.434407905,True,9851.0,1242333,0,924731,1090820,0,31620397,4464720,2202303.4602091243,4634596,2114055,4843994,2005843,1224040,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Honda CRF 150L,Bekas,27911580.354169853,33055215.629666466,False,3531.0,1891449,9753192,751526,604601,9558320,11354536,0,815560.8402425703,4362914,0,0,0,0,2532315,1,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Properti,Tanah,2295 m2 pinggiran kota Tangerang,,30413904570.0,54937662830.90571,True,8130.0,966516,0,1148897,805416,4400188,15962956,2471412,1474810.8970212538,0,0,889861,3078075,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Baru,26440062.13420096,62632017.99945672,False,6293.0,954777,6916945,829398,1273043,0,33592085,2081475,2317595.9110994204,0,3266072,0,581726,1509470,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Dell XPS 13 9320,Baru,19337123.044190377,48207637.62178257,True,3602.0,1932780,0,855696,955335,0,34950876,1277244,3009242.953135596,0,0,0,0,4386638,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting emas kuning 22K,,5949979.088548738,11360646.597278781,True,5638.0,1785479,4772295,1444892,1013688,0,15867286,3598113,967560.0456098083,0,0,0,0,0,124091,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Yamaha Jupiter MX,Bekas,18712767.7629928,25280388.162506178,True,2493.0,529416,0,1233917,579901,0,30953237,0,1977302.1795077177,0,4486461,677216,2422362,59770,3845538,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Audi A4,Bekas,1034739151.833782,2731180333.7576313,True,5022.0,857303,0,1112069,786416,8870651,31957979,0,2289885.4996118364,0,0,0,1447135,0,165443,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 25 gram,,1034739151.833782,1101660353.3051648,True,9335.0,1566656,5422090,1154813,721230,9366066,33236244,1362963,3215334.33403733,0,0,376554,1465979,0,4177845,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang emas kuning 22K with liontin berbentuk hati dan berlian,,14537820.123770846,31839212.42470321,True,6274.0,503688,9410988,804882,1267943,5008333,31098120,0,2185152.1563818646,11325986,4252614,0,4842123,4606435,4135986,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Mazda CX-5,Baru,526375497.34983134,1003790207.3247526,True,1993.0,1690435,8189514,799379,826155,9826288,15553368,3539667,1432925.296999086,0,0,1567809,4516477,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,4619 m2 pedesaan Tangerang Selatan,,26855258615.0,61044472644.960144,True,6937.0,1341880,0,906491,396390,0,13470724,2643801,821476.0476179549,0,0,0,0,101514,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Xiaomi 12S Pro,Bekas,14639735.636711672,41363917.92603133,True,6234.0,924532,8148313,924003,800704,0,33724738,0,2078644.6943466463,8842411,0,0,2392885,2774322,4710540,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 264 m2 Yogyakarta,Baru,393241096.0,888952425.0481577,True,3230.0,1811834,0,768401,867646,0,19804390,2546373,1680299.8920355572,213822,0,0,2100268,4263716,2291638,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,1133 m2 perkotaan Batam,,11974408479.0,27631308356.5755,True,6052.0,1176361,0,871973,1187740,9634577,16992538,1656161,1144398.5976998508,15976629,4280583,0,3214411,3326917,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting mutiara 1 karat with emas putih 18K,,23953267.4425431,50913800.977905855,True,7703.0,293696,9623423,1443327,891199,0,20600600,0,1460954.2614914589,0,2386402,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Honda CRF 150L,Bekas,33680369.58450253,20677671.551360115,True,9155.0,1280048,3012481,1019342,1040931,5726451,31932187,2394649,1819971.5795476683,0,1163156,3723046,4710832,0,1084090,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Daihatsu Terios,Bekas,394941235.2714311,374451507.6592814,True,9943.0,620871,0,1402287,1284355,3457705,9244539,4337570,780783.8685224307,4327776,4205383,0,4546514,1021673,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 160 m2 Yogyakarta,Baru,848608435.0,2506641717.4689293,False,8137.0,857259,0,1357087,909599,0,26953851,0,2092759.8465590912,3422520,0,0,2772240,3368466,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Bekas,13502733.337190565,32741454.090160243,True,6728.0,297598,2073057,1402116,629721,0,13917090,0,765996.5748020954,0,0,4041627,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin kawin emas kuning 22 karat,,5591082.898358144,9535424.076193796,True,4023.0,386704,8756906,1483309,533941,7243500,28282658,4761823,1899676.6520094164,0,0,1409378,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Bekas,16804978.76431205,38821865.51206759,True,7987.0,850036,4695034,1131966,628433,0,13894576,0,1005949.3016045211,735918,2413875,0,2408370,1229480,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Suzuki Smash,Bekas,16789789.3688265,10590523.240959436,True,2002.0,1329776,500766,1495766,690481,0,29592784,1739526,1960052.657864844,19535622,0,0,898498,0,1865510,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung mutiara multi dengan emas putih 18 karat,,12896978.482748473,29794558.944859773,True,3953.0,1245524,0,805748,558763,2796275,8529581,1665680,558843.3301816088,15818930,3110687,0,0,852108,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,iPhone 14 Pro Max,Baru,31014433.929658666,67091635.35116294,True,,1844920,9279317,832302,885181,2642968,31939663,0,3007015.0123119093,4079936,0,0,1173540,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Audi A4,Baru,1596682822.2215056,2059016705.666613,True,6258.0,817909,9801326,975291,354451,9918736,16073189,2311532,1279318.4047709473,19263742,94123,0,0,4027673,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Samsung Galaxy S23 Ultra,Bekas,17686639.30392431,32821640.20069303,True,9027.0,1222208,0,1265237,1400725,0,26328264,3218659,1636226.246033433,0,3507810,2204385,1712089,3775559,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Honda CRF 150L,Baru,35384000.0,63623942.453739636,True,,892749,9867362,1167258,1129783,9475197,18092214,0,1654620.9452743053,1594124,3307514,2819959,0,0,1118410,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting mutiara 1 karat with emas putih 18K,,21859649.513055373,30141905.081402097,True,9771.0,958389,0,824988,1092099,0,23209901,1777708,2238230.601797913,14879022,0,0,0,0,4154088,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Mitsubishi Xpander,Baru,284828884.3424424,338445361.36576444,False,,1699244,0,1083970,804639,0,6845935,0,465531.6851178224,0,4569179,0,2910605,3336468,0,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Honda HR-V,Baru,455826617.1193212,1249590374.4941263,True,4729.0,1332459,0,960403,663408,9863374,19269079,0,1419837.5932990813,0,0,4442274,0,0,2500221,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Realme GT 2 Pro,Bekas,10546835.620137306,18204541.070321918,True,2748.0,1291549,0,1307026,1118954,7969855,16409398,1463323,1435249.2944823757,0,3371037,2775491,2058110,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin perak sterling dengan batu permata opal,,915636.3801342921,1742006.8256900192,True,2797.0,836145,3527750,1460208,530250,0,7057678,3528352,370167.02888864285,0,4943241,0,0,246496,840073,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,laptop,Dell XPS 13 9320,Bekas,16329298.89190902,42255286.022151135,True,4836.0,1655749,0,1067361,621214,2889364,8529524,0,679163.7540531856,0,1596801,4013519,1881924,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor gede,Yamaha Vixion,Bekas,23622816.422109023,28113990.84226747,True,9779.0,825167,0,1405500,571489,0,28035622,3509445,1664816.0079226505,0,1891487,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4511 m2 pedesaan Depok Barat,,20722505492.0,33748325884.564125,True,1572.0,400918,0,1042373,1071667,0,7512906,4216671,604463.4248009839,13467502,0,0,4985767,2618096,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Bekas,9873813.47474505,29303070.63255141,True,,956635,0,1451852,1400825,0,30583770,2730658,2434079.2973049683,0,3735417,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
