nama_pintu_air,lokasi,latitude,longitude,tanggal,tinggi_air,status_siaga
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-26 19:40:00",1060,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-26 19:40:00",5980,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-26 19:40:00",1250,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-26 19:40:00",-30,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-26 19:40:00",2570,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-26 19:40:00",1420,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-26 19:40:00",1340,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-26 19:40:00",-1900,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-26 19:40:00",1650,"Status : Siaga 3"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-26 19:40:00",620,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-26 19:30:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-26 19:40:00",3340,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-26 19:30:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-26 17:00:26",900,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-26 19:40:00",1800,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-26 19:40:00",2420,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-26 19:40:00",2020,"Status : Siaga 1"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-26 19:40:00",1590,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-26 19:30:00",1380,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-22 11:00:00",120,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-26 20:10:00",180,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-26 20:10:00",1160,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-26 20:10:00",5980,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-26 20:10:00",1470,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-26 20:10:00",-30,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-26 20:00:00",2570,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-26 20:10:00",1400,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-26 20:10:00",1300,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-26 20:10:00",-1770,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-26 20:10:00",1740,"Status : Siaga 3"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-26 20:10:00",620,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-26 19:50:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-26 20:10:00",3340,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-26 20:00:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-26 19:00:25",1000,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-26 20:10:00",1800,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-26 20:10:00",2440,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-26 20:10:00",2030,"Status : Siaga 1"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-26 20:10:00",1580,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-26 20:10:00",1560,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-22 11:00:00",120,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-26 20:40:00",170,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-26 20:40:00",1250,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-26 20:40:00",5970,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-26 20:40:00",1390,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-26 20:40:00",-30,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-26 20:00:00",2570,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-26 20:40:00",1410,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-26 20:40:00",1340,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-26 20:40:00",-1980,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-26 20:40:00",1890,"Status : Siaga 3"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-26 20:40:00",620,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-26 20:30:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-26 20:30:00",3340,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-26 20:30:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-26 19:00:25",1000,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-26 20:40:00",1800,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-26 20:40:00",2410,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-26 20:40:00",2040,"Status : Siaga 1"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-26 20:40:00",1580,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-26 20:40:00",1520,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-22 11:00:00",120,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-26 21:10:00",160,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-26 21:10:00",1070,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-26 21:10:00",5970,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-26 21:10:00",1220,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-26 21:10:00",-30,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-26 20:00:00",2570,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-26 21:10:00",1440,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-26 21:10:00",1350,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-26 21:10:00",-1770,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-26 21:10:00",1860,"Status : Siaga 3"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-26 21:10:00",620,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-26 21:00:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-26 20:30:00",3340,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-26 21:00:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-26 19:00:25",1000,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-26 21:10:00",1800,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-26 21:10:00",2450,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-26 21:10:00",2050,"Status : Siaga 1"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-26 21:10:00",1590,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-26 21:10:00",1570,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-22 11:00:00",120,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-26 21:40:00",160,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-26 21:40:00",1170,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-26 21:40:00",5960,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-26 21:40:00",1070,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-26 21:40:00",-30,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-26 21:00:28",2700,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-26 21:40:00",1490,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-26 21:40:00",1470,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-26 21:40:00",-1960,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-26 21:40:00",1770,"Status : Siaga 3"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-26 21:40:00",630,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-26 21:00:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-26 20:30:00",3340,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-26 21:30:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-26 19:00:25",1000,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-26 21:40:00",1800,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-26 21:30:00",2450,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-26 21:40:00",2040,"Status : Siaga 1"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-26 21:40:00",1590,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-26 21:40:00",1610,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-22 11:00:00",120,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-26 22:10:00",170,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-26 22:10:00",1100,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-26 22:10:00",5960,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-26 22:10:00",940,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-26 22:10:00",-40,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-26 21:00:28",2700,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-26 22:10:00",1510,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-26 22:10:00",1420,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-26 22:10:00",-1870,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-26 22:10:00",1780,"Status : Siaga 3"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-26 22:10:00",780,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-26 21:50:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-26 20:30:00",3340,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-26 22:00:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-26 22:07:27",1200,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-26 22:10:00",1800,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-26 22:10:00",2460,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-26 22:10:00",2050,"Status : Siaga 1"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-26 22:10:00",1600,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-26 22:10:00",1560,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-22 11:00:00",120,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-26 22:40:00",180,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-26 22:40:00",1340,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-26 22:40:00",5960,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-26 22:40:00",830,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-26 22:40:00",-40,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-26 22:00:16",2800,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-26 22:40:00",1540,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-26 22:40:00",1550,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-26 22:40:00",-1970,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-26 22:40:00",1850,"Status : Siaga 3"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-26 22:40:00",840,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-26 21:50:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-26 20:30:00",3340,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-26 22:30:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-26 22:07:27",1200,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-26 22:40:00",1800,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-26 22:40:00",2460,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-26 22:40:00",2070,"Status : Siaga 1"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-26 22:40:00",1660,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-26 22:40:00",1570,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-22 11:00:00",120,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-26 23:10:00",180,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-26 23:00:00",1230,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-26 23:10:00",5990,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-26 23:10:00",750,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-26 23:00:00",-40,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-26 22:00:16",2800,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-26 23:10:00",1550,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-26 23:10:00",1480,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-26 23:10:00",-1960,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-26 23:10:00",1880,"Status : Siaga 3"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-26 23:10:00",1000,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-26 23:10:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-26 20:30:00",3340,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-26 23:00:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-26 22:07:27",1200,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-26 23:10:00",1800,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-26 23:10:00",2460,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-26 23:10:00",2070,"Status : Siaga 1"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-26 23:10:00",1620,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-26 23:10:00",1470,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-22 11:00:00",120,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-26 23:40:00",180,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-26 23:40:00",1070,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-26 23:40:00",6050,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-26 23:40:00",690,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-26 23:40:00",-40,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-26 23:00:57",2800,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-26 23:40:00",1570,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-26 23:40:00",1520,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-26 23:40:00",-1950,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-26 23:40:00",1870,"Status : Siaga 3"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-26 23:40:00",1140,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-26 23:40:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-26 20:30:00",3340,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-26 23:20:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-26 22:07:27",1200,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-26 23:30:00",1800,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-26 23:40:00",2460,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-26 23:40:00",2080,"Status : Siaga 1"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-26 23:40:00",1620,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-26 23:40:00",1460,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-22 11:00:00",120,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-27 00:10:00",170,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-27 00:10:00",1030,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-27 00:10:00",6130,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-26 23:40:00",690,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-27 00:10:00",-50,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-26 23:00:57",2800,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-27 00:10:00",1590,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-27 00:00:00",1530,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-27 00:10:00",-830,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-27 00:10:00",1860,"Status : Siaga 3"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-27 00:10:00",1240,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-27 00:00:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-26 20:30:00",3340,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-27 00:00:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-26 23:36:54",1200,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-27 00:10:00",1800,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-27 00:10:00",2470,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-27 00:10:00",2080,"Status : Siaga 1"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-27 00:10:00",1640,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-27 00:10:00",1460,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-01-22 11:00:00",120,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-01-27 00:40:00",170,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-01-27 00:40:00",1090,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-01-27 00:40:00",6190,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-01-26 23:40:00",690,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2020-01-27 00:40:00",-50,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-01-27 00:02:28",2800,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-01-27 00:40:00",1600,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-01-27 00:40:00",1580,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-01-27 00:40:00",-1680,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-01-27 00:40:00",1860,"Status : Siaga 3"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-01-27 00:40:00",1320,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-01-27 00:00:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-01-26 20:30:00",3340,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-01-27 00:30:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-01-26 23:36:54",1200,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-01-27 00:40:00",1800,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-01-27 00:40:00",2470,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-01-27 00:40:00",2080,"Status : Siaga 1"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2020-01-27 00:40:00",1640,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-01-27 00:40:00",1460,"Status : Siaga 3"
