nama_barang,Body,Cat,Kaca,Ban,Mesin,Transmisi,Suspensi,Rem,Layar,Kerangka,Remote control,Aksesoris,Tombol,Port,Kamera,Baterai,Lensa,Viewfinder,Keyboard,Mouse,Strap,Konektor,Kabel,AC,Audio,Power window,Power steering,Airbag,ABS,EBD,ESP,Resolusi,Ukuran layar,HDR,Dolby Vision,HDMI 2.1,Wi-Fi,Bluetooth,Smart TV,Touchscreen,Pen,Webcam,Mikrofon,Speaker,Port,Kursi,Dashboard,Doortrim,Karpet,Lampu interior,Kontras,Kejernihan,Warna,Kecepatan refresh rate,Kejernihan,Kekuatan,Bass,Treble,Sensor,Fitur,Frame rate,Stabilitas,Sistem operasi,Prosesor,RAM,Penyimpanan,Konektivitas,Kartu Grafis,Warna gambar,Warna video,Total Skor,Persentase Skor,Besar pinjaman,Golongan,Keterangan,harga_pasar,taksiran,uang_pinjaman
HP,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Kurang,Kurang,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,44,91.66666666666666,47369333,D,baru,39194565,3592835124.9999995,3341336666.2499995
Elektronik rumah,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Baik,Cukup,Cukup,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,22,91.66666666666666,38767597,D,baru,57155553,5239259024.999999,4872510893.249999
Komputer/Laptop,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Sangat Kurang,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Kurang,Baik,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,43,89.58333333333334,36975905,D,baru,13222311,1184498693.7500002,1101583785.1875002
Kamera,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Kurang,Sangat Kurang,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Sangat Kurang,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Kurang,Bukan kriteria,Bukan kriteria,Bukan kriteria,Kurang,Sangat Kurang,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,33,68.75,96077839,D,baru,36460430,2506654562.5,2331188743.125
HP,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Sangat Kurang,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,41,93.18181818181817,41331482,D,baru,32368566,3016161831.8181815,2805030503.590909
Elektrik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,12,100.0,61514091,D,bekas,8656922,865692200.0,805093746.0
Komputer/Laptop,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Baik,Sangat Kurang,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,53,94.64285714285714,77261433,D,bekas,9983543,944871033.9285713,878730061.5535713
motor,Baik,Baik,Baik,Baik,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,32,100.0,25811625,D,bekas,99183015,9918301500.0,9224020395.0
Komputer/Laptop,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Cukup,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,55,98.21428571428571,22915886,D,bekas,8214334,806764946.4285713,750291400.1785713
Elektronik rumah,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,24,100.0,46558235,D,bekas,4832015,483201500.0,449377395.0
Kamera,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Sangat Kurang,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Kurang,Baik,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Kurang,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Kurang,43,82.6923076923077,46509410,D,baru,292950944,24224789600.0,22529054328.0
Kamera,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,56,100.0,36018978,D,baru,21091308,2109130800.0,1961491644.0
Elektrik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,12,100.0,5101986,C1-C3,baru,22769765,2276976500.0,2117588145.0
Elektronik rumah,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Kurang,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,22,91.66666666666666,91341497,D,baru,15779668,1446469566.6666665,1345216697.0
Alroji,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,20,100.0,67351553,D,bekas,2825753,282575300.0,262795029.0
Kamera,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Cukup,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,51,98.07692307692307,44049262,D,baru,452590412,44388675023.07692,41281467771.46154
HP,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Cukup,Baik,Baik,Baik,Sangat Kurang,Bukan kriteria,Bukan kriteria,Bukan kriteria,44,91.66666666666666,94247002,D,baru,8338955,764404208.3333333,710895913.75
Kamera,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Sangat Kurang,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,53,94.64285714285714,6845893,C1-C3,bekas,54874217,5193452680.357142,4829910992.732142
Komputer/Laptop,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Cukup,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,55,98.21428571428571,13278808,C1-C3,bekas,4985367,489634258.9285714,455359860.8035714
Elektrik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,12,100.0,33683496,D,baru,21010667,2101066700.0,1953992031.0
Alroji,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Baik,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Cukup,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,Bukan kriteria,19,95.0,90563324,D,bekas,5848668,555623460.0,516729817.8
