collateral_auction_type,collateral_name,collateral_specification,collateral_info,collateral_market_price,invoice_auction_price,invoice_ttd,invoice_num,mrent_price,cc_bill,food_cost,trans_cost,employee_installment_loan,monthly_income,Bonus_income,salary_reduction,add_income,dependents_1,dependents_2,dependents_3,dependents_4,dependents_5,coworker_report,fraud
Elektronik,laptop,Dell XPS 13 9320,Bekas,14733349.15856254,9537322.845776342,True,1036.0,222124,3207614,969065,649446,0,28352178,3520981,1519484.8410124634,0,1877780,3087931,0,3122855,2450371,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Huawei P50 Pro,Bekas,16803111.669405736,23333359.274238832,True,9611.0,1941714,2699874,868612,1375095,3836405,25280755,0,1362343.3691126385,0,0,1958189,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,BMW Seri 3,Baru,1410002763.0988085,2227006764.163559,True,1815.0,717390,3636238,924858,1127460,6175474,21178003,0,1330415.442529812,0,1638931,2174981,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Bekas,17300903.685685378,33357042.849437583,True,5375.0,968913,4582839,1202882,1111039,0,26561902,2542161,2326390.961241894,10750316,4275184,0,0,1663084,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Vivo X80,Baru,14880920.89096972,38801609.15117285,True,9373.0,1494950,0,941990,729506,0,21099539,1997803,2079389.7584702556,15318694,684365,3058740,0,501795,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Mercedes-Benz C-Class,Baru,1683116957.5759292,3943781502.340741,True,8938.0,606369,0,1147188,494996,0,32659635,0,2497474.304610602,16347387,0,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin tunangan berlian solitaire 1 karat dengan setting halo,,25334462.468295865,74894815.48891522,True,9329.0,1731837,7344725,1006419,1239177,8885783,11736390,0,715035.2527135826,0,4716356,3631306,1103856,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,laptop,Lenovo ThinkPad X1 Carbon Gen 10,Bekas,20358833.637974493,33313344.61528418,True,8844.0,1475985,4584063,1181879,1469417,0,30861605,0,1901212.8377435221,0,0,0,874856,127505,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Dell XPS 13 9320,Bekas,13659418.69449094,23516859.658025086,True,3737.0,1243957,0,1040717,1417645,3567014,5502474,0,348178.8626042592,11581846,0,2823567,0,3896510,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin perak sterling dengan batu permata hijau,,895026.8884944783,2299728.602629407,True,2020.0,1628035,2330293,1040464,1457415,0,32489119,0,2955990.7533190097,0,1127118,2400972,3360238,0,1426955,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 2 gram,,895026.8884944783,1578776.3247062045,True,4307.0,620945,0,1138619,645996,8307746,25644264,1535490,1682605.0801709536,15222166,0,0,0,0,4552023,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor trail,Yamaha WR 155 R,Baru,38060000.0,99936077.95163979,True,1765.0,1542807,0,1354410,1128086,0,13072743,2688971,1033689.8586025754,3574806,4616840,0,464428,0,2203183,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Honda CBR 150R,Bekas,25974388.03345413,41935290.34408796,True,1000.0,1622408,0,1139731,1119274,0,22691113,4460243,2259781.0120155364,7330029,3665254,3918082,4449492,2681333,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Baru,20423366.727387812,46008092.40540145,True,5421.0,410763,1893401,1309021,1099385,0,15118587,0,839108.130692797,0,2410452,2712390,0,1807838,1885938,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung mutiara multi dengan emas putih 18 karat,,13895421.094531108,39041581.30266552,True,8682.0,1090336,0,1139662,423740,0,18466908,0,1583824.744173374,18003908,4903692,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,2985 m2 pedesaan Depok Barat,,16500587475.0,26122983519.68898,True,6860.0,1848975,2437929,1356079,1117471,5635233,21614355,0,2016059.858943679,6799342,1694141,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 10 gram,,16500587475.0,43351524332.68959,True,5090.0,517433,0,1270425,1280605,0,13687702,0,1124328.9053321045,15578457,0,0,0,2205331,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 10 gram,,16500587475.0,20414019719.21977,True,7750.0,829036,9164042,1239910,497582,0,30090548,3455379,2350386.2823355105,0,0,3694589,1983981,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung mutiara multi dengan desain chevron,,12830255.406652305,28326079.42613185,True,7924.0,1977507,0,1467757,422181,7080356,14770681,0,1346100.8631481188,0,4040935,1023250,0,4059057,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 250 gram,,12830255.406652305,13807888.486684825,True,3938.0,1610303,5267628,1352544,1164875,7155945,14779258,0,1434666.0030644215,0,0,1584166,1956799,3540554,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Mitsubishi Xpander,Baru,251338080.32546628,210362071.76510006,True,9776.0,1634574,1745891,808157,454780,0,16784728,4739918,1438173.6430070763,7016079,1976974,2366288,0,1077321,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Bekas,14104834.832017124,39977427.63957463,True,7333.0,683246,0,788038,1134172,8891192,9469028,0,909917.6874448851,0,2882249,0,191375,991805,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,3295 m2 pinggiran kota Surabaya Timur,,33539491975.0,48976162410.74123,True,7690.0,1411569,0,932333,798662,8087696,12978921,0,1128939.1909253735,9232181,0,4152531,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Suzuki Ertiga,Bekas,225704888.60257155,662063430.5298712,True,2560.0,958288,1885829,790626,939097,0,5358321,0,502147.854289049,0,2635384,3103091,0,2173792,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Xiaomi 12S Pro,Bekas,12431733.052613268,16005559.26430275,True,6196.0,1122665,0,1195441,813418,0,6993188,0,381182.88217932865,13678155,1535970,3926924,1204815,3123017,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 210 m2 Yogyakarta,Bekas,819120292.0,1139092003.636301,False,,1611675,2400430,1275336,1351020,0,26415826,2913820,2268738.122963548,0,0,1266033,0,0,4218087,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting emas kuning 22K,,6585572.147770338,15602958.088238377,True,5911.0,1212929,4925159,1127748,514913,7414750,5136023,4274953,324057.7898448361,0,0,0,229693,3969964,792393,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 60 m2 Mojokerto,Baru,575102323.0,1513209268.6277525,True,4714.0,553027,0,1299956,908877,8046496,20968464,3641041,1852437.1941106094,0,2388111,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Huawei P50 Pro,Bekas,15303266.350160424,28914649.896324687,True,9708.0,684943,0,1447748,1448311,9444176,30845491,0,3057258.10175565,13154174,364736,0,4834176,1645715,4720444,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Suzuki GSX-R 150,Baru,33059595.793234583,55230519.06775075,False,8916.0,1483261,0,1391317,368402,0,17413650,1139820,1635650.188951421,5921071,0,0,0,0,1671368,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,"Cincin tunangan berlian solitaire 0,25 karat",,5981979.895575883,8493729.09031803,False,4008.0,1597028,6061710,982266,363546,0,18167743,1014555,1677661.005923182,0,1009491,2810419,4405960,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin tunangan berlian solitaire 1 karat dengan setting halo,,21777479.833601475,62995531.38483543,True,9276.0,549982,2356008,1138046,486236,0,25588727,0,2108494.2295683245,8918668,0,3898843,3404366,285671,1589230,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 250 gram,,21777479.833601475,17029273.942654274,False,6715.0,378398,0,1207323,558613,7434798,30392170,1287817,2359363.946517317,0,4091531,0,0,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Bekas,12402908.259541698,14701142.365744736,True,,1507096,0,1345761,662977,0,8404888,0,592786.3409636803,13050353,1272441,0,0,1146205,2643701,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Bekas,9882253.794813428,15082927.343364574,True,6152.0,1684965,0,1492143,1494720,8973279,7228046,1074331,605641.6681362549,0,4120481,0,4366045,42108,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Daihatsu Terios,Bekas,305016108.7705345,885833191.6585572,True,3010.0,1818726,3964769,985964,531930,0,20800517,0,1613704.5372598285,0,1915067,0,0,0,1222943,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Yamaha Jupiter MX,Bekas,19565364.942592457,40847218.40224903,True,3976.0,873539,511331,885111,1370683,0,31315218,1687184,2872578.929833659,0,2940338,2905505,3356128,1207959,1079274,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Kawasaki Ninja 250,Baru,49178155.080765076,121205784.91941896,True,,1250957,0,1167387,545636,5149623,28467100,2808735,2367200.521340828,0,0,0,0,2600089,2926183,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,MacBook Air M2,Baru,22089428.342603292,34281007.33824832,True,,743348,0,753028,857192,0,32397638,0,2920809.5187427737,0,0,0,760029,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Porsche 911,Bekas,8023490011.488322,12466585794.671745,True,1481.0,753784,6212380,1429745,726742,5064684,17272883,0,1142722.0743984343,10676396,1797274,374339,1862736,1486169,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Yamaha R15,Baru,40388562.84476081,77890205.198342,True,4364.0,1058069,8177489,1294681,715984,6730672,31116141,4334878,3095476.1872756397,0,0,4135251,1903717,0,0,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,laptop,Asus ZenBook 14X OLED,Bekas,16460742.458719987,25970393.563920908,True,4302.0,820464,0,921519,1090788,0,9402134,3479949,857013.1007897445,6294670,0,3971938,0,4393336,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,iPhone 14 Pro Max,Baru,33355530.403221436,48250256.311914995,True,1791.0,216006,806178,936633,1434139,6997499,21463210,1432858,2025390.241879403,12318762,3620061,0,0,0,3701488,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,3120 m2 pinggiran kota Surabaya Selatan,,33977308560.0,88270663937.45966,True,8756.0,433948,0,1108272,1136547,0,12338275,0,1165616.7703522833,17386074,0,0,1348534,0,1317835,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin perak sterling dengan batu permata biru,,760791.8226517547,1482774.4833496935,True,4506.0,1275411,5270728,1188772,608827,3861841,17158111,1689022,1278110.0859030385,0,819135,0,1978131,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Yamaha R15,Bekas,32444224.18678878,36465372.338231474,True,1718.0,1348382,2924690,901207,844141,8511432,25695077,0,2047985.3354896025,1446478,458089,0,2487858,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Honda CBR 150R,Bekas,29243921.446710873,19549819.200622294,True,1215.0,763446,0,1489791,442299,0,18480782,0,1592981.1235453738,7205727,0,0,0,0,4726312,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Yamaha Jupiter MX,Bekas,13385336.624691205,8919760.030412879,True,3876.0,1714716,6131062,1490795,1143283,3381777,25044374,4095779,2337522.514027134,0,1403456,0,0,0,2557038,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,iPhone 14 Pro Max,Baru,27126628.761903502,75413567.0835501,True,7021.0,639287,9821881,1458775,1277024,0,8157227,0,622976.5843137137,9978278,0,0,833410,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,1131 m2 pinggiran kota Bekasi,,15481572483.0,13220587998.058348,True,1540.0,985304,0,1061198,1041149,0,12583668,2990546,1041431.6291959358,0,0,2320152,2501857,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 57 m2 Tangerang Selatan,Bekas,630737566.0,701441757.0767646,True,,712921,9890900,994550,360715,0,6050985,0,407623.3317725775,1471150,0,0,4056097,3418342,3934223,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,kalung,Gelang perak sterling dengan liontin mutiara dan berlian,,1050188.9759135377,1621501.5947063784,True,3609.0,790860,0,1183033,1404621,2495772,27689884,0,1424244.9892453735,15898757,0,0,2111072,0,4140525,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Honda CBR 150R,Bekas,26832164.665169306,49110791.32494616,True,3177.0,1315431,8380262,946872,572061,0,8470432,2515299,697204.9864977938,17256695,0,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Bekas,16369597.81693138,13211092.908150293,True,7490.0,1698392,0,1059666,1445478,3665750,31386909,0,2219279.8432422774,12110555,0,0,0,1731325,326533,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Huawei P50 Pro,Bekas,15304387.65051563,21292066.78282698,True,,1033311,0,1062303,1084238,9240817,8952066,3116412,517657.88468777225,15087727,4054073,0,2017735,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting mutiara 1 karat with emas putih 18K,,24325609.887676127,68642629.93843153,True,7603.0,1562275,0,1479976,752459,7701974,34738714,0,2637280.2129516783,0,0,4065596,0,0,4436230,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,MSI Modern 15,Bekas,10446372.248777432,16289165.193757739,True,,984890,0,817492,1223161,0,27637769,0,2285423.118199096,7695603,0,2591483,672661,105875,2877505,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,1652 m2 pedesaan Sleman,,7391781488.0,21324294422.294888,True,8562.0,1259281,9360767,1043888,1303260,0,27278647,3135109,1844434.4948330994,12395482,0,1158525,0,0,758728,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,OPPO Find X5 Pro,Baru,19780096.085886303,53955851.65102784,True,6284.0,210198,3863611,826013,1214396,0,22917747,4152720,1674077.8463963028,14611891,4601230,3954956,0,3243233,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,HP Spectre x360 14,Baru,17677141.625736006,46183962.68701124,True,8975.0,1622457,4244390,1223558,875457,8037099,6003949,0,388326.599179441,11386222,1269773,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Bekas,15013444.62260044,12780973.38990292,True,2309.0,221888,993051,837517,1201460,6496236,18266911,0,1760831.5921696022,0,0,4156585,0,0,2081812,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 191 m2 Medan Barat,Bekas,1022150960.0,1889870992.4917204,True,3091.0,1015913,7581633,986620,1386026,0,17050840,0,1630794.4671255145,10239902,0,0,4195567,0,861362,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung perak sterling dengan liontin mutiara dan berlian,,862029.8224104198,2151004.3304889686,True,3329.0,1547410,6787912,1015324,586183,7390710,22452121,0,1540804.37135427,0,4723598,4529061,1875635,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Baru,21982204.754807413,40438429.04989863,True,6719.0,1595956,0,1449272,1012040,0,10807784,0,1067346.919244015,0,2351646,3404817,0,3625378,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang perak sterling dengan liontin mutiara dan berlian,,1000299.9820386367,2506308.772019323,True,1901.0,1676039,0,1412521,1201090,0,14726225,0,855567.8213528809,12950793,0,716135,0,2066083,4065147,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,3948 m2 pedesaan Kulon Progo,,19040797356.0,32136934347.479324,False,4243.0,1824036,0,1228198,833153,0,22616729,0,2093526.1671730096,0,0,0,0,3475093,3437756,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Yamaha Jupiter MX,Baru,23335421.19207889,54871287.062239915,True,4814.0,1677584,0,1150671,1327172,0,8696301,4633195,531357.6422703335,12388981,0,1155652,1869823,0,367379,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Lenovo ThinkPad X1 Carbon Gen 10,Baru,20224210.616871715,57374869.892750114,True,4954.0,1853278,9113042,1431096,414254,9877259,19177752,0,1176479.7085839126,9608696,564542,0,1392471,0,2291165,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,2062 m2 perkotaan Surabaya,,32337597494.0,50022080903.96875,True,9001.0,1131330,8814892,952504,987035,0,20635981,3605224,1261025.1884185816,2713182,0,0,0,930492,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin perak sterling dengan batu permata biru,,637005.2482973689,688114.1954969387,True,3566.0,1598012,0,1216835,585404,0,18026040,1400476,1549655.1452896805,0,3531883,0,2886203,289301,272660,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,BMW Seri 3,Bekas,2038889369.1641665,3806515415.3699164,True,4829.0,301110,6683643,973296,600639,4202352,14684186,0,1136627.0954555469,0,1414500,0,2153785,1492571,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor bebek,Suzuki Smash,Baru,19368732.3509549,13750340.066834558,False,1106.0,831485,0,1186975,904881,0,18309780,0,1207750.1473566114,0,2684128,0,826907,4941903,2136129,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
